frame_number,timestamp,grand_delta_e,contact_perimeter,contrast,homogeneity,energy,variance_r,variance_g,variance_b,variance_l,variance_a,variance_b_star,variance_delta_e
29,0.9662954856462889,4.7129828419526305,27932,1.9617752294597417,0.8506049236513675,0.07253753080273614,1825.6826401997446,1915.386753974231,1907.3006334805925,296.72205208908775,16.55504839510578,30.641884245721382,8.666202125487988
30,0.999616019634092,4.660862469470441,27925,1.9784998012213162,0.8503787169607484,0.07265314622980583,1834.3710459386123,1921.8521862125408,1914.2173765558553,297.88822410894,16.35306235913468,30.353666006986977,8.383929452105923
31,1.032936553621895,4.387051475196855,27845,1.9549550216928042,0.850119166190145,0.07258206406236073,1831.7448557654964,1918.8796647161525,1911.4998359963602,297.3886751132818,16.211366004199057,30.12149558192203,7.0097935644654195
32,1.0662570876096982,4.280638681322019,27816,1.9609850533245428,0.8502062115619686,0.07262889291230927,1828.930397520012,1915.7365007877163,1908.6042009042017,296.8806857594283,16.02876929455527,29.786561609471022,6.275392094546135
33,1.099577621597501,4.209532001113064,27668,1.9451642455176024,0.850704461277481,0.072755064991513,1829.934628649677,1916.2892847498763,1910.3202747483565,296.9829855973335,15.976340869071349,29.721398676224748,5.836362324275709
34,1.1328981555853042,4.178850912879493,27555,1.926402500907468,0.8512726536910558,0.07290059190855364,1828.3056587634335,1914.2411850027358,1908.2105051496899,296.6471996143836,15.968259337871343,29.707603065409316,5.679055037022084
35,1.1662186895731073,4.184229718793153,27642,1.943344371106222,0.8509904554351962,0.07284861259595082,1828.0860934388172,1913.7716649364895,1908.3368070041997,296.58333755409444,15.948613138877981,29.647552426443326,5.6730048492527985
36,1.1995392235609104,4.248502487041972,27815,1.965034706017438,0.8508052405740031,0.07278852445033923,1832.2089878541997,1918.159715147346,1911.8752897865793,297.236980622971,16.043758402620423,29.8815714986669,6.010572761329329
37,1.2328597575487135,4.24366510557905,27782,1.948527432693044,0.8510224077722095,0.07283080515540369,1830.7706499504286,1916.4552438805,1910.1705159004282,296.95615288875507,16.109619418535896,30.01501787927113,6.055231804595616
38,1.2661802915365166,4.342094668001333,27679,1.9438925558000164,0.850946784501151,0.07281605890032156,1830.4899244473436,1917.1581087625348,1910.3062238787336,296.978362812488,16.261604150788763,30.290831835791806,6.565790466157543
39,1.2995008255243194,4.432742183244158,27602,1.9421714534055357,0.8506510375729435,0.07272583043983898,1831.470883531188,1918.5473463865728,1910.9856267134865,297.1185710503052,16.434260267611936,30.500453930630425,6.7648573751208145
40,1.3328213595121225,4.626800258998212,27552,1.9197600827709502,0.8510063472499857,0.07269305298018863,1829.6987568653171,1918.2732182185334,1909.5094885663368,296.91219976418887,16.703577586087373,30.84812688130252,7.234331198075276
41,1.3661418934999257,4.724763163914186,27666,1.9418529136510336,0.850526495689877,0.07252859879031974,1831.9023457031478,1921.0054334977872,1911.4683774818104,297.33125188862334,16.769036172315715,30.909582249107707,7.258453424982881
42,1.3994624274877288,4.864502585611339,27491,1.92672104066197,0.8509954464185673,0.07254627903817301,1832.2434983666687,1923.0501887578173,1911.3371110345665,297.49297062448727,17.077248103792122,31.31126425114413,7.4853211587305815
43,1.4327829614755319,5.026102405056746,27988,1.9769490805559877,0.8497046838494601,0.07229454720953966,1836.7533154657724,1927.275114580458,1913.3784655195943,298.2122863010734,16.882250960426905,31.171780988230797,8.006186022583112
44,1.466103495463335,5.069609418525304,28070,1.9857323821588104,0.8490841340133144,0.0721912605471162,1838.2775328464602,1929.505018823823,1914.1226308243401,298.49705447183186,17.035758055537677,31.473996648115232,8.200472460933236
45,1.4994240294511378,5.063189273872866,28010,1.9757490005506542,0.8495143030447236,0.07222522261829889,1836.9629365350963,1928.778108410825,1913.167357922017,298.3213350816597,17.158693842807313,31.653440826869478,8.222053482028231
46,1.532744563438941,5.038559789543294,27900,1.9541944771626751,0.8504645544577838,0.07241071335780352,1835.577335658986,1927.3108019066315,1912.2694666377718,298.05711629135686,17.223087076913945,31.746292887918607,8.11250350921969
47,1.566065097426744,4.961514119399203,28186,1.9910092771616872,0.8491568087569858,0.07214242256478992,1836.3788549027836,1927.4906132170654,1912.0815932975113,298.1363893958992,17.104292275604905,31.563474409761263,7.785749680423039
48,1.5993856314145471,4.761098041019444,28323,2.017830818350853,0.8486311481142619,0.07207465845595491,1836.114757212196,1925.5692176736247,1912.1069546758517,297.88856363682754,17.084274207095035,31.569294122588435,6.9693136886863805
49,1.6327061654023503,4.489892895013398,27786,1.9402207060717631,0.8497412147598085,0.07251144309342852,1832.837647056544,1922.1361960595175,1908.7218477423594,297.28887489071496,17.05018155964232,31.53979691307304,5.916592218383235
50,1.6660266993901534,4.275693299043213,27648,1.9157079607776322,0.8505161423344858,0.07282443821597177,1830.9673401347975,1919.659621587105,1906.4714517282728,296.92711467212416,16.962319240390634,31.40429078777956,5.046712587544129
51,1.6993472333779562,4.16975005665961,27613,1.8951683198632998,0.8514461087728009,0.07306560513653107,1829.7585597000614,1918.3284068105177,1906.7693293749098,296.7227729733788,16.936150176006812,31.397014033999657,4.692027567040531
52,1.7326677673657593,4.109923284696547,27433,1.8944695078437328,0.8520620418887711,0.07323282701746772,1829.6118977493359,1917.5953830635897,1907.2373847658785,296.7085986808364,16.939981522816804,31.407797691454515,4.504720931521538
53,1.7659883013535624,4.194422460596676,27550,1.8842391961933267,0.8521508386267889,0.07322984912309562,1829.8956788908015,1917.6969139346518,1907.3816542824688,296.74114996461486,16.879908221707463,31.415747304340517,4.776668671909466
54,1.7993088353413655,4.224196752474145,27402,1.8596202709810283,0.8526308075704888,0.07347601454579547,1831.5640967980044,1919.4438345972126,1909.8554775771752,297.05584117660135,16.884671048732756,31.448448650362263,4.856471244034853
55,1.8326293693291686,4.348448632689434,27353,1.8484590330713406,0.852538563422252,0.0733089069187753,1829.5119458926724,1916.7927149310196,1908.0474730749174,296.72486171674046,16.823899435190086,31.256478132455694,5.170996538961764
56,1.8659499033169715,4.370341041759687,27362,1.8751719250419163,0.8524960163501807,0.07336790602420085,1829.2649895990523,1915.5498657296234,1908.007599237588,296.62210116496374,16.751286682413195,31.138527047256247,5.201511987739223
57,1.8992704373047746,4.277220908409008,27287,1.8838564546278396,0.8526162401678177,0.07350496541995802,1830.0432779678993,1914.962808166714,1909.7642866451345,296.6175522794606,16.66054785517445,31.046724099643587,5.026762513755202
58,1.9325909712925777,4.190668038283709,27618,1.9311805972250002,0.8520102875384893,0.07353053206604192,1831.3105681640675,1914.639856863475,1911.006854432878,296.7353730705394,16.318780097571096,30.491598734861697,4.994598508474881
59,1.9659115052803808,4.261239183934013,27685,1.9343215473624167,0.851970884939194,0.07371727491579036,1829.5262275995078,1912.5438775622135,1909.4104041406767,296.4340617233445,16.235805724842137,30.432507058987948,5.33495784001697
60,1.999232039268184,4.359668570563828,27605,1.9195699466384177,0.8522823109931695,0.07348524654029014,1833.1927232439389,1916.9963678276588,1916.9724578248781,297.2239364153553,16.02141472610858,30.10455883908584,6.073677068193668
61,2.032552573255987,4.378837041976856,27589,1.925748136295506,0.8524312201933302,0.0734767952138195,1831.8215497477086,1915.197433625663,1916.0470758299011,296.96796903838464,15.902787023224162,29.990624609002502,6.230797255525958
62,2.06587310724379,4.339015620790579,27173,1.9078901556400056,0.8525082991463158,0.07361485523681634,1829.4663983548346,1912.4146286835166,1913.747556437266,296.49019517732773,15.855213208707392,29.908372569924527,6.523264428358163
63,2.0991936412315932,4.420750319603981,27440,1.9342598148518544,0.8519615822356377,0.07372297077047221,1829.6324347089287,1912.7272458570137,1913.1453594016566,296.5275496303837,15.743770640218804,29.65129719598289,7.397751161551984
64,2.1325141752193963,4.448589203696472,27399,1.9163722025912837,0.8524840224545204,0.07389158451508232,1827.0773692779198,1910.1148124287117,1910.1939934624672,296.0604880871119,15.72542579586966,29.585910173944804,7.777217097060714
65,2.165834709207199,4.478765075344836,27631,1.9444851879014158,0.8516563753946246,0.0737168407899314,1828.278401376445,1911.1113506828497,1911.1758608114462,296.21203313839237,15.733548387424054,29.59923411035476,8.096541359428434
66,2.199155243195002,4.472510161112914,27608,1.9510806893299057,0.8517993086561547,0.0737592226394065,1829.340889040062,1912.3638784614172,1912.1923251538287,296.38725180897416,15.753683459139438,29.61491322239666,8.15198384799224
67,2.232475777182805,4.555590607854302,27549,1.9446605082314132,0.8516560890123758,0.07371095671933037,1827.548421840564,1910.648095823816,1910.4825947750724,296.10256102282017,15.730689176632936,29.534304639027415,8.362948970733349
68,2.2657963111706083,4.6389780219170635,27823,1.9690201568993488,0.8507137413032991,0.07349214617687005,1829.7616558964398,1913.1700492735808,1913.008949384078,296.50467282912456,15.753390903916392,29.548891828942438,8.531341793966275
69,2.2991168451584114,4.867065523004582,27911,2.000496329384922,0.8495116983356941,0.07351233701094305,1828.9125363717058,1911.9652058574827,1912.2336090764857,296.3675395795988,15.720027759231785,29.51417882795503,9.459645693146244
70,2.3324373791462145,5.122662638148394,27606,1.9205058114985443,0.8509470885418171,0.07384662739769543,1823.2176080925042,1905.6511497791748,1905.8379539805971,295.3589042842284,15.642681273254166,29.465816956448702,10.494072704381338
71,2.3657579131340176,5.232343091050372,27714,1.9357932504142252,0.8503493713165098,0.07381135449787771,1823.8071582031114,1905.997126894282,1906.5771052806188,295.4201758548009,15.61421498734506,29.4405881539787,11.024128421580267
72,2.3990784471218207,5.432918002908679,27367,1.8933015287438915,0.8516890744661485,0.07408702244274583,1821.477954134509,1903.636447728853,1904.3847472166117,295.0273784476704,15.627585819741387,29.460973049388205,11.848535965625885
73,2.432398981109624,5.5610975362434,27485,1.9140387136920243,0.8516013078709852,0.07412286592923215,1820.9386025314184,1903.8527381224592,1904.1383687865166,295.026868755897,15.686858115634656,29.514578148692475,12.31541311749404
74,2.465719515097427,5.765880217613509,27110,1.8914940008346237,0.8528186642597049,0.07442791588637393,1819.2812368386888,1901.810009433337,1902.2772312599027,294.6971678875203,15.710101719083593,29.624178542165346,13.023619125045093
75,2.49904004908523,5.854121008849374,27163,1.9099791837974385,0.8520621248874429,0.07427169711246323,1821.6366871914552,1904.2174013296524,1904.438559833968,295.10125036600255,15.697213701056347,29.523852911263702,13.332903305636137
76,2.532360583073033,5.907494627613402,27103,1.90623325505651,0.8523397737094391,0.07428090658299764,1819.568901256161,1902.710194704095,1903.4131574639514,294.817364769569,15.828307024598292,29.762134960945353,13.503242657165618
77,2.565681117060836,5.9560419959213595,27300,1.926239527079583,0.8516039412124152,0.0741137238476552,1818.5920750375067,1902.061552883843,1903.1298206551605,294.6856072348974,16.003213097111885,29.994412307194676,13.602642354054943
78,2.599001651048639,6.026279875338028,27493,1.9579033663972663,0.8506869956639757,0.07384913881316765,1818.9077791909547,1903.000949045553,1903.4670364966355,294.7818536589641,16.239935077328667,30.334212777161873,14.023684832663363
79,2.632322185036442,6.0027768208419845,27757,1.9648346926832159,0.8506956977141101,0.07371154140329081,1818.212120438403,1903.3518968129533,1902.8121164042939,294.7643021511447,16.4236309189899,30.544239714594607,14.031261059019464
80,2.665642719024245,6.095217633805091,27599,1.9418529136510336,0.8504436196950883,0.07344754706484403,1813.7517454948108,1899.5813498811094,1898.4756094355198,294.0243337154159,16.550508719335422,30.703050334838007,14.441445889915183
81,2.698963253012048,6.125361316696895,27903,1.9769441419551428,0.8497121523868677,0.07347458880471991,1814.8412764984005,1901.0328419462476,1899.1847672103422,294.22531649448916,16.5838376586287,30.75101077743024,14.592584168324665
82,2.7322837869998513,6.162492664201843,27661,1.9596466924955491,0.8504714396335875,0.07344239650463068,1809.7161196348857,1897.1905578772776,1893.1558888625725,293.4499825322508,16.802540905732574,31.052218391510937,14.859856557286134
83,2.7656043209876544,6.132276518923702,27478,1.9500806226587946,0.8508575267599017,0.07350239616412656,1808.711925556618,1896.4527074191099,1892.0390584375255,293.2972967738385,16.86318819664244,31.1625603805755,14.89437461836134
84,2.7989248549754575,6.200749126183153,27470,1.9407738293664023,0.8508419247912066,0.07358763109798343,1807.3116266991901,1895.5112914286028,1890.9005944932596,293.08079376724766,16.94761408178668,31.273890759016652,15.22395419877894
85,2.8322453889632606,6.331739921544197,27536,1.9322498043079417,0.850436562070486,0.073386621423025,1806.2249661164865,1894.1383082016266,1889.0314177220114,292.8426628400337,16.957847053507912,31.27246475857507,15.817251069082797
86,2.8655659229510637,6.44167073024669,27502,1.9305756186214882,0.85075598788763,0.07349135446027648,1803.6764823565827,1891.2011486967012,1887.155922747346,292.3595189785188,16.971476219174143,31.327748238723647,16.3793556456392
87,2.898886456938867,6.46294474640783,27349,1.9083593227202802,0.8510630252904737,0.07343541916221707,1802.2710620581065,1889.3717886745158,1885.7820618773462,292.0302850332764,16.992721646832837,31.356752324053268,16.47521700033828
88,2.93220699092667,6.547013360332463,27255,1.9026577080447338,0.8516423802870677,0.07349056158516842,1800.7160484291678,1887.7914640882366,1884.9734774839535,291.76416175189917,17.004903887088844,31.281200815350367,16.86370734316298
89,2.9655275249144726,6.506675086967033,27064,1.903045388211066,0.8520258501748934,0.0735767351230587,1798.9117379993831,1886.7393715570581,1883.8972166928843,291.5201026043661,17.20304297102789,31.619731800464074,16.607411584298088
90,2.9988480589022757,6.493192352881614,27244,1.9085840290587275,0.8521130060026171,0.07341980530174613,1803.0780827679953,1891.0446316414816,1889.4115960435076,292.2218177097394,17.34478663480043,31.770972422264222,16.413115491362195
91,3.032168592890079,6.518190086948756,27525,1.9406725880490798,0.8512641607667386,0.07331079752902538,1810.0684259959598,1898.5512931259668,1895.7836071873824,293.4157265749033,17.477663046160764,32.01882607786793,16.600037394849217
92,3.065489126877882,6.557745528597861,27527,1.9552859079494191,0.8510343092746735,0.073221583280889,1813.518242378024,1902.4096273207842,1898.9776716317529,294.01730670796826,17.707405608331968,32.35468529938036,16.7356073928151
93,3.098809660865685,6.509467972054175,27473,1.953354915019026,0.8509172700295626,0.07314546495348567,1812.8178055596131,1901.9877759340168,1898.427472493942,293.9021143353959,17.698220759749425,32.25755057458719,16.46507235118992
94,3.132130194853488,6.452991980669332,27712,1.9750427806298196,0.8502145421138168,0.07289911987567882,1815.053876819613,1904.5039184787713,1901.551070888473,294.29356988692,17.83683326263957,32.33723696111998,16.06326653916937
95,3.165450728841291,6.456285255979646,27579,1.9664298607561492,0.8501299258946992,0.07284365808077548,1813.8302979048406,1903.628379243092,1900.062353978189,294.10479054172987,17.95407787880911,32.536155937524306,15.958582592307012
96,3.1987712628290943,6.583949938179182,27705,1.9569304620308021,0.8500495206495977,0.07292859483739764,1812.1542662856764,1902.1074982882587,1898.4519200170444,293.80843362288465,17.9449865335356,32.49449969703826,16.76980982999061
97,3.2320917968168974,6.651580318351084,27755,1.956100777088843,0.8501309753610833,0.0728760013779822,1810.5987211588777,1900.8631758218733,1896.719038662067,293.5853645019806,17.95267895140606,32.516371428809265,17.234287617779625
98,3.2654123308047005,6.7162739600842025,27673,1.9507102942665315,0.8508803451247762,0.07308657262650955,1810.552696545009,1901.0229959250394,1896.6429294219095,293.55500923165846,17.971213882237507,32.544900786422254,17.383718947516037
99,3.2987328647925036,6.835756498071495,27624,1.962777765431276,0.8506511523560808,0.07313256161444212,1810.192672383966,1900.5974016203804,1896.2577538603332,293.4894849480621,17.990247552616598,32.59693824455801,18.127150180243508
100,3.3320533987803067,6.907273048388555,27409,1.9385810905912244,0.8511776026322367,0.07327460196389432,1807.0739669194302,1897.199792443281,1892.6787294295925,292.8991480699406,17.90144539799789,32.42761042304912,18.513585030594264
101,3.3653739327681094,6.982811406966209,27445,1.9217528082119055,0.850788971412476,0.07311035507494612,1807.2634726913304,1897.1628601368054,1892.802291707535,292.89907370946963,17.914206740448993,32.49152195965393,19.031871653086792
102,3.3986944667559125,7.011345621883268,27306,1.9168611240749382,0.85104199574655,0.07312014293687819,1807.61539459753,1897.6030087447748,1893.3508420154344,292.94122878878466,17.8840493421304,32.49617033397787,19.139715712148412
103,3.4320150007437156,6.986962278091616,27214,1.9100483242092683,0.8513182245632,0.07310976358623754,1809.0350855248546,1898.9309810661766,1895.8107512226009,293.2070740093476,17.897756662968117,32.52382636398822,18.834639610016833
104,3.4653355347315187,6.9649907224301595,27302,1.9054949342301832,0.8513769608165715,0.07308057071669463,1810.1097006953255,1899.5310849220446,1896.632913753055,293.3091409970768,17.870206614925642,32.489058870126165,18.61431917686783
105,3.4986560687193218,6.948685538624943,27201,1.909823617870821,0.8513446697182095,0.07307108694651851,1810.615679272637,1900.7354832551018,1897.185999494602,293.43932025289416,17.8573219842537,32.546337558324986,18.12513284724263
106,3.531976602707125,6.980533783363681,27176,1.9294743106330547,0.8513950313456392,0.07315364435831798,1813.3814762001684,1903.7857156464902,1900.0492839998801,293.9315161190385,17.835527453455526,32.49787435585344,18.148271511147826
107,3.565297136694928,6.997731299798248,27201,1.9168166766673336,0.8513678958986425,0.07318871260350597,1812.6888718781909,1902.715682020152,1899.2654678104789,293.7526742485962,17.748440146415856,32.27905703455554,18.05103958383318
108,3.598617670682731,7.0175105385230365,27050,1.901798391497705,0.8522295778512861,0.07347437380882414,1812.3014430439732,1903.4625443030918,1899.300225902404,293.76892919777777,17.64688343777448,32.042932955845146,18.13018049902286
109,3.631938204670534,7.083818051039338,27003,1.8948966968168248,0.8527016709936313,0.07370483293379325,1812.3176450830815,1905.7886075541683,1899.7694710324672,294.00409742226043,17.469385769723676,31.794435315615573,18.52073186539809
110,3.6652587386583373,7.200548556823332,27080,1.9050109513473736,0.8527415793486309,0.07377230148729473,1812.951458875096,1908.1647872582025,1901.0384474985738,294.2634788790233,17.377354857084253,31.547105403510283,19.17254577809892
111,3.6985792726461404,7.243778720628305,26985,1.9034231911757082,0.8527348229038527,0.07378788476298367,1814.4358892217651,1911.1686205374176,1903.5082024334472,294.64355249157825,17.32112573206506,31.430940968073656,19.40354878246135
112,3.731899806633943,7.238743338230469,27290,1.9240393804031382,0.8523901642913281,0.0735836807587605,1816.2539933298756,1915.2049096676062,1906.2934616474056,295.2010547438382,17.349791724653475,31.435116435983996,19.537342953858143
113,3.765220340621746,7.319548482436128,27755,1.9654100396816578,0.8504764061336352,0.07333697909019993,1820.2859849352403,1920.3256170121788,1911.1447057968298,296.0530611977033,17.11454574663373,31.04602786497865,20.130646083788747
114,3.7985408746095493,7.459297564068927,27364,1.9474582256101025,0.850925146475035,0.07350459114661503,1819.3350346301468,1918.5750431246668,1913.0769551815506,295.8988018897867,16.846023175829565,30.648972201457415,21.26278433875776
115,3.8318614085973524,7.50582486568574,27367,1.9433073315998843,0.8514845675067468,0.07369885512107929,1824.701519049159,1925.6813345579242,1918.0719850700852,296.9765169919616,16.83005524296833,30.736735057605628,21.910802952726456
116,3.8651819425851555,7.5429407773783685,27171,1.9542586789736598,0.8512932611220645,0.07386602260061542,1830.6023227657133,1936.2529200843537,1922.4768830805929,298.41397875020624,16.9929824485372,30.938074240162155,22.541281053863486
117,3.8985024765729586,7.63937827941633,27205,1.9583182088682454,0.8514691981912945,0.07396961370844661,1835.2505358624926,1944.3994405319202,1927.336940340202,299.53058954311564,17.095592773926573,31.007055919796812,23.709218576536585
118,3.9318230105607617,7.796152639593106,27170,1.9425171554646854,0.8515278674872648,0.07420914008715282,1833.0753324322461,1945.0062885391922,1925.0139213588616,299.3723110657836,17.139455587345466,30.730388132326006,25.421146174116267
119,3.9651435445485648,7.959053148676657,27228,1.937921787378418,0.8521659409383406,0.07439069203599459,1831.942269106059,1947.220902598956,1924.1120461637004,299.4803694614838,17.109022973510225,30.519324306158317,26.966719843681588
120,3.998464078536368,8.151399366034779,26903,1.9100507935096909,0.8529644300423462,0.07433156834758145,1835.3650421956272,1951.8895706475078,1927.9301661478116,300.1181977952444,17.200949515591216,30.505789628348374,28.979765839991874
121,4.031784612524171,8.265065960792716,27072,1.9121250058645884,0.8524155124557189,0.07394748364310048,1831.4934419009523,1944.5324201961391,1928.0597250116614,299.22537628687655,16.748524297991704,29.84151102279419,31.10691644148579
122,4.065105146511974,8.41585077908064,26990,1.89013588560225,0.8524730383057975,0.07405784787773154,1831.4072287251597,1945.9578637838888,1926.2827200869135,299.26676548439355,16.970672349062266,29.942219368237005,33.183742375889814
123,4.098425680499777,8.493991234775692,27239,1.9233800771903313,0.8519255387818848,0.07387533587404631,1833.8504446923605,1951.2257317058186,1929.0181066425366,299.9827476444141,16.82995940024031,29.515021051765817,34.16473298604445
124,4.13174621448758,8.517045803149825,27265,1.9177080941198548,0.8519042256959971,0.07383760882595584,1833.9728613978148,1952.362272651001,1930.445757972966,300.11338650487664,16.47305848468436,28.850136069358822,34.62609708799204
125,4.165066748475383,8.545040422456145,27369,1.9350746839912785,0.8516313489156122,0.07364369279606886,1836.7019272297714,1956.943576747296,1934.0716520626675,300.77138938146913,16.391803426409464,28.655677389694137,35.04488749667713
126,4.1983872824631865,8.586947529022437,27720,1.983048252599556,0.8504720037641676,0.07355480902942854,1840.13619934808,1965.1009340936369,1940.1747151015163,301.8131171501989,16.308614759849853,28.30321138837276,35.04618434110315
127,4.23170781645099,8.69091488440782,27790,1.990117859709166,0.8499949715927078,0.07363689640142052,1841.053463762536,1970.6857709390565,1941.9808187266701,302.3989383667464,16.39194822059188,28.098223344588465,35.517204285341236
128,4.265028350438793,8.795270366676222,27349,1.9501818639761168,0.8507619906016836,0.07388818077518103,1840.7892820258448,1974.281577298874,1943.599462229398,302.707872996555,16.545951546447565,27.96276858097639,36.24077188209614
